id,card_class,rarity,name_es,name_en,image,gold_coins,red_coins,life_cost,displayed_text_es,displayed_text_en,target,effect1,effect2,effect3,condition1,condition2,condition3,value1,value2,value3,turn_duration1,turn_duration2,turn_duration3,chance1,chance2,chance3,ethereal,content_version_id
24,no_class,epic,Fortune's Embrace,Fortune's Embrace,res://assets/sprites/card-images/fortunes-embrace.png,4,0,0,Robá 2. Obtené 4 Oro. 2/6: Oponente descarta 1. Exilia.,,,player_draw_card,player_gain_gold_coins,opponent_discard_random_card,,,,2,4,1,0,0,0,,,2/6,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
25,titan,rare,Mastodonic Force,Mastodonic Force,res://assets/sprites/card-images/mastodonic-force.png,3,0,0,Aliada: +2 Salud. +3 Ataque. 5/6: +2 Velocidad.,,player_invo,buff_health,buff_attack,buff_speed,,,,2,3,2,0,0,0,,,5/6,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
26,titan,rare,Giant Growth,Giant Growth,res://assets/sprites/card-images/giant-growth.png,3,0,0,Aliada: +3 Ataque. Robá 1. 4/6: Obtené 1 Oro. Exilia.,,player_invo,buff_attack,player_draw_card,player_gain_gold_coins,,,,3,1,1,0,0,0,,,4/6,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
27,arcane,rare,Decoy,Decoy,res://assets/sprites/card-images/decoy.png,3,0,0,Enemiga: -3 Velocidad. -3 Ataque. 2/6: Silencio 1T.,,opponent_invo,buff_speed,buff_attack,nerf_silence,,,,-3,-3,0,0,0,1,,,2/6,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
28,umbralist,rare,Absorb Vitality,Absorb Vitality,res://assets/sprites/card-images/absorb-vitality.png,2,0,0,Enemiga: -4 Ataque. Robá 1. 2/6: Congela 1T. Exilia.,,opponent_invo,buff_attack,player_draw_card,nerf_frozen,,,,-4,1,0,0,0,1,,,2/6,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
29,titan,epic,Rough Blow,Rough Blow,res://assets/sprites/card-images/rough-blow.png,4,0,0,Enemiga: 7 Daño. 2/6: Aturde 1T.,,opponent_invo,deal_damage,nerf_stun,,,,,7,0,,0,1,,,2/6,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
30,arcane,rare,Mark of Oblivion,Mark of Oblivion,res://assets/sprites/card-images/mark-of-oblivion.png,6,0,0,Destruye una invocación enemiga. Robá 1. 2/6: Oponente descarta 1. Exilia.,,opponent_invo,destroy,player_draw_card,opponent_discard_random_card,,,,1,1,1,0,0,,,,2/6,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
31,umbralist,epic,Dammnation,Dammnation,res://assets/sprites/card-images/dammnation.png,6,0,0,Todas: 5 Daño. 2/6: Oponente descarta 2.,,,deal_damage_all_invo,opponent_discard_random_card,,,,,5,2,,0,0,,,2/6,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
32,no_class,epic,Wrath Of God,Wrath Of God,res://assets/sprites/card-images/wrath-of-god.png,9,0,0,Destruye todas las invocaciones. Robá 2. 2/6: Jugador: Escudo Mágico +2. Exilia.,,,destroy_all_invo,player_draw_card,player_gains_magic_shield,,,,2,2,2,0,2,,,,2/6,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
33,titan,epic,Overrun,Overrun,res://assets/sprites/card-images/overrun.png,3,0,0,Aliadas: +2 Ataque. 3/6: Aliadas: +1 Velocidad.,,,buff_attack_all_player_invo,buff_speed_all_player_invo,,,,,2,1,,0,0,,,3/6,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
34,arcane,epic,Rhystic Revelation,Rhystic Revelation,res://assets/sprites/card-images/rhystic-revelation.png,3,0,0,Robá 3. Enemigas: -1 Velocidad. 5/6: Enemigas: -1 Ataque. Exilia.,,,player_draw_card,buff_speed_all_opponent_invo,buff_attack_all_opponent_invo,,,,3,-1,-1,0,0,0,,,5/6,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
35,umbralist,epic,Ramping Season,Ramping Season,res://assets/sprites/card-images/ramping-season.png,2,0,0,Obtené 6 Oro. 3/6: Robá 1. Exilia.,,,player_gain_gold_coins,player_draw_card,,,,,6,1,,0,0,,,3/6,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
36,no_class,epic,Bake Demon,Bake Demon,res://assets/sprites/card-images/bake-demon.png,9,0,0,Destruye una invocación enemiga. Obtené 4 Oro. 2/6: Robá 1.,,opponent_invo,destroy,player_gain_gold_coins,player_draw_card,,,,4,4,1,0,0,,,,2/6,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
37,titan,common,,Aegis Spark,res://assets/sprites/card-images/aegis-spark.png,1,0,0,Aliada: Escudo Mágico +1.,,player_invo,buff_magic_shield,,,,,,1,,,,,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
38,titan,common,,Aegis Infusion,res://assets/sprites/card-images/aegis-infusion.png,2,0,0,Aliada: +2 Ataque. Escudo Mágico +1.,,player_invo,buff_attack,buff_magic_shield,,,,,2,1,,0,,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
39,titan,common,,Aegis Acceleration,res://assets/sprites/card-images/aegis-acceleration.png,2,0,0,Aliada: +2 Velocidad. Escudo Mágico +1.,,player_invo,buff_speed,buff_magic_shield,,,,,2,1,,0,,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
40,titan,common,,Aegis Vitality,res://assets/sprites/card-images/aegis-vitality.png,2,0,0,Aliada: +3 Salud. Escudo Mágico +1.,,player_invo,buff_health,buff_magic_shield,,,,,3,1,,0,,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
41,titan,common,,Ward of the Titan,res://assets/sprites/card-images/ward-of-the-titan.png,1,0,0,Jugador: Escudo Mágico +1 2T.,,,player_gains_magic_shield,,,,,,1,,,2,,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
42,titan,rare,,Titanic Blessing,res://assets/sprites/card-images/titanic-blessing.png,3,0,0,Aliada: +3 Ataque. Escudo Mágico +2.,,player_invo,buff_attack,buff_magic_shield,,,,,3,2,,0,,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
43,titan,rare,,Fortified Reflex,res://assets/sprites/card-images/fortified-reflex.png,3,0,0,Aliada: +2 Velocidad. +3 Salud. Escudo Mágico +1 2T.,,player_invo,buff_speed,buff_health,buff_magic_shield,,,,2,3,1,0,0,2,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
44,titan,rare,,Enduring Barrier,res://assets/sprites/card-images/enduring-barrier.png,3,0,0,Jugador: Escudo Mágico +2. Robá 1.,,,player_gains_magic_shield,player_draw_card,,,,,2,1,,,,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
45,titan,rare,,Golden Bulwark,res://assets/sprites/card-images/golden-bulwark.png,4,0,0,Aliada: +4 Ataque. Escudo Mágico +1 3T. Obtené 1 Oro.,,player_invo,buff_attack,buff_magic_shield,player_gain_gold_coins,,,,4,1,1,0,3,0,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
46,titan,epic,,Sanctuary of Giants,res://assets/sprites/card-images/sanctuary-of-giants.png,4,0,0,Jugador: Escudo Mágico +3. Robá 2. Exilia.,,,player_gains_magic_shield,player_draw_card,,,,,3,2,,,,,,,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
47,titan,epic,,Colossus Aegis,res://assets/sprites/card-images/colossus-aegis.png,5,0,0,Aliada: +4 Ataque. +4 Salud. Escudo Mágico +2.,,player_invo,buff_attack,buff_health,buff_magic_shield,,,,4,4,2,0,0,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
48,titan,epic,,Shielded Advance,res://assets/sprites/card-images/shielded-advance.png,4,0,0,Aliadas: +2 Ataque. Jugador: Escudo Mágico +1 2T.,,,buff_attack_all_player_invo,player_gains_magic_shield,,,,,2,1,,0,2,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
49,titan,epic,,Titanheart Surge,res://assets/sprites/card-images/titanheart-surge.png,5,0,0,Aliada: +4 Velocidad. +3 Ataque. Escudo Mágico +2 2T.,,player_invo,buff_speed,buff_attack,buff_magic_shield,,,,4,3,2,0,0,2,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
50,arcane,common,,Mute Sigil,res://assets/sprites/card-images/mute-sigil.png,1,0,0,Enemiga: Silencio 1T.,,opponent_invo,nerf_silence,,,,,,0,,,1,,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
51,arcane,common,,Frost Insight,res://assets/sprites/card-images/frost-insight.png,2,0,0,Robá 1. Enemiga: -2 Velocidad. 2/6: Congela 1T. Exilia.,,opponent_invo,player_draw_card,buff_speed,nerf_frozen,,,,1,-2,0,0,0,1,,,2/6,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
52,arcane,common,,Arcane Concussion,res://assets/sprites/card-images/arcane-concussion.png,2,0,0,Enemiga: 2 Daño. 2/6: Aturde 1T. Exilia.,,opponent_invo,deal_damage,nerf_stun,,,,,2,0,,0,1,,,2/6,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
53,arcane,common,,Mystic Shelter,res://assets/sprites/card-images/mystic-shelter.png,2,0,0,Jugador: Escudo Mágico +1 1T. Robá 1. Exilia.,,,player_gains_magic_shield,player_draw_card,,,,,1,1,,1,0,,,,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
54,arcane,common,,Hex of Fracture,res://assets/sprites/card-images/hex-of-fracture.png,2,0,0,Enemiga: 3 Daño. 3/6: Silencio 1T.,,opponent_invo,deal_damage,nerf_silence,,,,,3,0,,0,1,,,3/6,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
55,arcane,rare,,Deep Freeze,res://assets/sprites/card-images/deep-freeze.png,3,0,0,Enemiga: -4 Velocidad. 2/6: Congela 1T.,,opponent_invo,buff_speed,nerf_frozen,,,,,-4,0,,0,1,,,2/6,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
56,arcane,rare,,Stunning Insight,res://assets/sprites/card-images/stunning-insight.png,3,0,0,Enemiga: Aturde 1T. Robá 1. Exilia.,,opponent_invo,nerf_stun,player_draw_card,,,,,0,1,,1,0,,,,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
57,arcane,rare,,Silencing Burst,res://assets/sprites/card-images/silencing-burst.png,3,0,0,Enemiga: Silencio 2T. 2 Daño.,,opponent_invo,nerf_silence,deal_damage,,,,,0,2,,2,0,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
58,arcane,rare,,Runic Protection,res://assets/sprites/card-images/runic-protection.png,3,0,0,Aliada: Escudo Mágico +2 2T. Robá 1.,,player_invo,buff_magic_shield,player_draw_card,,,,,2,1,,2,0,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
59,arcane,epic,,Absolute Stillness,res://assets/sprites/card-images/absolute-stillness.png,5,0,0,Enemiga: Congela 2T. Silencio 2T.,,opponent_invo,nerf_frozen,nerf_silence,,,,,0,0,,2,2,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
60,arcane,epic,,Crushing Hex,res://assets/sprites/card-images/crushing-hex.png,5,0,0,Enemiga: 3 Daño. Aturde 1T. 2/6: 2 Daño.,,opponent_invo,deal_damage,nerf_stun,deal_damage,,,,3,0,2,0,1,0,,,2/6,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
61,arcane,epic,,Arcane Overflow,res://assets/sprites/card-images/arcane-overflow.png,4,0,0,Robá 3. Jugador: Escudo Mágico +2 2T. Exilia.,,,player_draw_card,player_gains_magic_shield,,,,,3,2,,0,2,,,,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
62,arcane,epic,,Prismatic Lock,res://assets/sprites/card-images/prismatic-lock.png,6,0,0,Enemiga: Congela 1T. 4/6: Aturde 1T. Silencio 1T. Exilia.,,opponent_invo,nerf_frozen,nerf_stun,nerf_silence,,,,0,0,0,1,1,1,,4/6,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
63,umbralist,common,,Shadow Frost,res://assets/sprites/card-images/shadow-frost.png,2,0,0,Enemiga: Congela 1T.,,opponent_invo,nerf_frozen,,,,,,0,,,1,,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
64,umbralist,common,,Quietus Mark,res://assets/sprites/card-images/quietus-mark.png,2,0,0,Enemiga: Silencio 1T.,,opponent_invo,nerf_silence,,,,,,0,,,1,,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
65,umbralist,common,,Nightfall Blow,res://assets/sprites/card-images/nightfall-blow.png,2,0,0,Enemiga: 1 Daño. 2/6: Aturde 1T.,,opponent_invo,deal_damage,nerf_stun,,,,,1,0,,0,1,,,2/6,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
66,umbralist,common,,Sundered Voice,res://assets/sprites/card-images/sundered-voice.png,2,0,0,Enemiga: -3 Ataque. 4/6: Silencio 1T.,,opponent_invo,buff_attack,nerf_silence,,,,,-3,0,,0,1,,,4/6,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
67,umbralist,common,,Chilling Drag,res://assets/sprites/card-images/chilling-drag.png,2,0,0,Enemiga: -3 Velocidad. 4/6: Congela 1T.,,opponent_invo,buff_speed,nerf_frozen,,,,,-3,0,,0,1,,,4/6,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
68,umbralist,rare,,Frozen Weakness,res://assets/sprites/card-images/frozen-weakness.png,3,0,0,Enemiga: Congela 2T. -2 Velocidad.,,opponent_invo,nerf_frozen,buff_speed,,,,,0,-2,,2,0,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
69,umbralist,rare,,Muted Weakness,res://assets/sprites/card-images/muted-weakness.png,3,0,0,Enemiga: Silencio 2T. -2 Ataque.,,opponent_invo,nerf_silence,buff_attack,,,,,0,-2,,2,0,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
70,umbralist,rare,,Crippling Stun,res://assets/sprites/card-images/crippling-stun.png,3,0,0,Enemiga: 2 Daño. -2 Velocidad. 2/6: Aturde 1T.,,opponent_invo,deal_damage,buff_speed,nerf_stun,,,,2,-2,0,0,0,1,,,2/6,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
71,umbralist,rare,,Veil of Panic,res://assets/sprites/card-images/veil-of-panic.png,4,0,0,Enemiga: -2 Ataque. 2/6: Aturde 1T. Silencio 1T.,,opponent_invo,buff_attack,nerf_stun,nerf_silence,,,,-2,0,0,0,1,1,,2/6,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
72,umbralist,epic,,Umbral Collapse,res://assets/sprites/card-images/umbral-collapse.png,5,0,0,Enemiga: Congela 2T. Silencio 2T. 4 Daño.,,opponent_invo,nerf_frozen,nerf_silence,deal_damage,,,,0,0,4,2,2,0,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
73,umbralist,epic,,Abyssal Dread,res://assets/sprites/card-images/abyssal-dread.png,5,0,0,Enemiga: 3 Daño. 3/6: Aturde 2T. Silencio 2T. Exilia.,,opponent_invo,deal_damage,nerf_stun,nerf_silence,,,,3,0,0,0,2,2,,3/6,,TRUE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
74,umbralist,epic,,Glacial Execution,res://assets/sprites/card-images/glacial-execution.png,5,0,0,Enemiga: 6 Daño. Congela 2T.,,opponent_invo,deal_damage,nerf_frozen,,,,,6,0,,0,2,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
75,umbralist,epic,,Silencing Ruin,res://assets/sprites/card-images/silencing-ruin.png,6,0,0,Enemiga: 5 Daño. Silencio 1T. Aturde 1T.,,opponent_invo,deal_damage,nerf_silence,nerf_stun,,,,5,0,0,0,1,1,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
76,no_class,common,,Lesser Ward,res://assets/sprites/card-images/lesser-ward.png,1,0,0,Aliada: Escudo Mágico +1 1T.,,player_invo,buff_magic_shield,,,,,,1,,,1,,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
77,no_class,common,,Fleeting Frost,res://assets/sprites/card-images/fleeting-frost.png,1,0,0,Enemiga: -2 Velocidad. 2/6: Congela 1T.,,opponent_invo,buff_speed,nerf_frozen,,,,,-2,0,,0,1,,,2/6,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
78,no_class,common,,Fleeting Stun,res://assets/sprites/card-images/fleeting-stun.png,1,0,0,Enemiga: 1 Daño. 2/6: Aturde 1T.,,opponent_invo,deal_damage,nerf_stun,,,,,1,0,,0,1,,,2/6,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
79,no_class,common,,Fleeting Silence,res://assets/sprites/card-images/fleeting-silence.png,1,0,0,Enemiga: -2 Ataque. 2/6: Silencio 1T.,,opponent_invo,buff_attack,nerf_silence,,,,,-2,0,,0,1,,,2/6,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
80,no_class,common,,Minor Barrier,res://assets/sprites/card-images/minor-barrier.png,1,0,0,Jugador: Escudo Mágico +1.,,,player_gains_magic_shield,,,,,,1,,,,,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
81,no_class,common,,Tempered Ward,res://assets/sprites/card-images/tempered-ward.png,2,0,0,Aliada: +1 Ataque. Escudo Mágico +1 1T.,,player_invo,buff_attack,buff_magic_shield,,,,,1,1,,0,1,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
82,no_class,rare,,Swift Ward,res://assets/sprites/card-images/swift-ward.png,2,0,0,Aliada: +2 Velocidad. Escudo Mágico +1 2T.,,player_invo,buff_speed,buff_magic_shield,,,,,2,1,,0,2,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
83,no_class,rare,,Shivering Mute,res://assets/sprites/card-images/shivering-mute.png,3,0,0,Enemiga: -2 Velocidad. 3/6: Congela 1T. Silencio 1T.,,opponent_invo,buff_speed,nerf_frozen,nerf_silence,,,,-2,0,0,0,1,1,,3/6,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
84,no_class,rare,,Guarded Insight,res://assets/sprites/card-images/guarded-insight.png,3,0,0,Jugador: Escudo Mágico +2 2T. Robá 1.,,,player_gains_magic_shield,player_draw_card,,,,,2,1,,2,0,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
85,no_class,rare,,Stunning Strike,res://assets/sprites/card-images/stunning-strike.png,3,0,0,Enemiga: Aturde 1T. 2 Daño.,,opponent_invo,nerf_stun,deal_damage,,,,,0,2,,1,0,,,,,FALSE,cb686dec-6fe2-46c7-b8c2-4a3eaaac67d8
